ActualElapsedTime,CRSArrTime,CRSDepTime,DayofMonth,DayofWeek,Dest,Distance,FlightNum,Month,Origin,UniqueCarrier,Year,label_ArrDelayBinary
67,1337,1130,16,6,68,351,396,4,33,20,1988,0
195,1005,800,13,3,299,1249,1481,6,239,7,1990,1
57,1955,1855,10,5,49,223,126,9,177,26,2004,1
73,1856,1740,28,5,69,322,307,4,86,25,1995,1
88,1539,1400,1,5,181,501,241,1,95,16,1999,0
133,900,545,26,1,20,732,4114,5,89,18,2008,0
70,1225,1115,23,2,200,395,447,6,39,26,1992,0
51,1114,1015,3,5,245,212,1945,9,13,25,1993,1
84,1925,1901,8,2,235,286,4384,8,293,15,2006,0
124,915,710,14,5,289,727,276,7,323,26,2000,0
98,0,0,1,3,184,552,1061,3,239,1,1995,0
65,1145,1040,27,7,296,308,1516,4,179,26,2003,0
81,855,630,4,5,20,483,828,6,313,7,1993,0
96,1056,830,5,6,157,381,690,1,205,16,2008,1
90,1046,910,21,7,242,550,1802,7,295,24,2002,0
283,1327,1058,18,7,246,1671,450,2,95,25,2007,1
66,1541,1435,13,6,251,256,314,2,79,25,1988,0
188,2133,1628,11,7,223,1300,782,9,177,16,2005,1
56,2222,2130,7,7,108,230,298,3,120,24,1993,1
186,2045,1525,27,4,37,1448,676,9,250,26,2001,0
169,1105,815,26,1,113,992,1045,1,249,25,1998,0
92,1501,1225,19,4,92,589,1220,8,87,24,2004,0
102,1728,1645,11,3,309,487,2104,4,67,27,2007,1
275,716,2350,2,4,84,2089,49,2,177,25,2006,1
96,910,800,2,5,84,214,2165,3,184,25,2007,1
77,2109,1855,21,4,93,235,140,4,239,16,1994,0
243,1607,855,4,6,20,1891,228,5,284,7,2002,0
124,1617,1425,13,3,241,590,889,2,69,25,2008,1
117,1544,1246,23,2,289,733,1530,5,89,1,1995,0
49,705,710,21,2,235,222,1263,6,198,24,1994,0
381,1940,1625,12,1,176,2475,25,12,171,24,2005,1
230,1838,1440,18,7,20,1547,300,10,302,7,1998,1
87,1421,1255,19,6,135,463,3764,11,303,18,2005,1
62,805,700,12,3,105,199,802,6,86,5,2002,0
91,1711,1528,12,3,291,550,485,1,246,24,2005,0
53,1835,1630,28,7,289,271,634,4,203,26,2002,0
73,1140,1025,4,5,144,419,1083,2,235,26,1994,0
162,1947,1710,4,1,245,992,2193,3,115,25,1996,1
99,830,646,28,2,181,585,526,7,79,7,1992,0
102,1547,1400,9,1,78,503,5039,4,0,17,2007,0
202,2327,2055,19,3,16,1449,1401,5,294,5,1999,0
71,2027,1921,12,3,27,399,45,6,16,3,1996,1
188,1033,915,14,5,85,1199,453,2,20,24,2003,0
93,2323,2155,16,5,222,436,958,1,303,7,1998,1
197,0,0,20,6,87,1438,344,11,300,1,1999,0
44,1335,1245,18,4,167,180,925,4,323,26,2002,0
102,1332,1140,18,1,20,594,1031,2,95,7,2002,0
307,2130,1925,29,2,291,2079,53,6,95,16,1999,1
398,2103,1740,15,5,291,2521,67,12,249,25,2000,1
55,1110,1010,13,1,180,201,2000,8,154,27,2007,0
77,940,850,30,3,68,83,702,10,135,25,2002,1
131,747,630,14,3,235,733,303,5,184,1,1997,0
125,1559,1400,19,2,105,631,3002,7,334,27,2005,1
63,1222,1121,29,1,228,304,829,2,52,20,1988,0
98,1331,1041,30,6,68,584,222,9,203,11,2006,0
45,945,855,15,3,319,180,1151,3,170,26,2006,0
100,1645,1400,8,5,144,677,671,10,102,26,1993,0
80,2105,1940,11,2,176,390,1539,7,276,26,1995,0
102,1830,1655,6,1,181,418,2314,1,67,27,2003,1
216,2309,2015,30,7,241,1024,559,3,107,5,1997,1
230,1853,1655,4,1,176,1619,577,9,205,16,2000,0
119,1540,1445,6,7,102,619,3939,11,303,18,2005,1
111,1650,1510,20,3,105,487,707,3,95,5,2002,1
48,2211,2115,23,3,29,251,1868,2,255,25,1994,1
59,820,615,31,2,93,238,215,8,213,16,1993,0
47,901,700,2,4,20,151,760,3,150,7,2000,0
155,1252,1113,21,7,291,967,721,9,87,24,2008,1
61,1407,1305,10,6,68,227,1620,5,20,7,2003,0
51,1401,1300,12,2,315,198,2227,7,184,25,1994,0
105,1044,752,7,1,84,719,884,2,313,1,2005,0
64,1400,1300,20,4,280,109,3077,5,179,15,2004,1
314,1320,1055,12,5,143,2556,3,8,179,12,2005,0
125,958,745,22,4,291,679,202,3,294,3,2007,0
86,1047,920,15,5,93,370,495,6,202,16,2001,0
70,905,855,17,6,246,347,553,7,102,26,1993,0
324,1556,735,17,1,39,2611,222,1,179,1,2005,1
125,1240,1035,14,3,174,762,606,11,246,3,2007,0
112,1912,1614,14,4,267,647,1754,1,239,1,1999,0
120,1735,1535,8,5,229,671,1493,9,294,26,2006,1
101,1932,1753,9,5,157,432,760,12,20,7,2005,1
41,1217,1135,6,5,213,78,763,12,82,5,1991,1
77,1638,1505,11,4,291,372,2537,2,307,1,1988,0
262,1730,1515,3,1,242,1708,173,4,313,22,1995,1
71,934,815,2,4,291,337,1920,6,179,1,2005,0
112,1228,1139,13,3,272,601,2522,1,250,13,1999,0
137,2230,2000,9,6,207,920,1441,3,86,24,1996,1
162,1338,1140,4,2,196,1092,1295,7,107,5,2000,0
85,1640,1530,28,5,246,370,1142,6,179,26,1996,1
119,2206,2110,25,2,210,669,636,7,20,11,2006,1
44,2250,2205,6,1,281,192,729,2,147,26,1995,0
78,2110,1950,20,5,37,471,2773,6,227,26,2003,1
71,1505,1245,3,5,251,431,720,2,213,25,1995,0
138,1759,1525,26,3,181,950,298,1,201,7,2000,0
93,824,700,11,1,280,447,2024,5,295,25,1992,1
66,1226,1117,25,4,2,349,425,11,87,24,2004,0
105,1803,1620,4,7,84,547,624,3,20,7,2007,0
53,1225,1130,8,4,81,239,22,1,147,26,1998,0
97,1909,1620,26,6,245,678,1596,12,239,1,1992,0
39,1204,1125,17,6,217,78,5741,6,295,18,2006,1
125,2355,2145,30,3,198,758,1569,4,153,24,2008,0
50,819,730,5,4,163,216,42,7,146,2,2001,1
95,1158,928,4,3,48,473,4038,8,239,15,2004,1
127,1650,1540,24,4,151,689,2063,12,20,7,1998,1
103,840,700,8,6,84,399,4465,1,41,15,2005,1
105,2233,1952,1,6,84,601,292,5,203,23,2004,0
210,926,800,18,1,296,1476,1905,8,22,1,1997,1
71,1910,1759,7,5,229,337,2538,7,179,24,2000,1
212,1629,1100,6,6,87,1464,1200,7,295,1,1996,1
198,1812,1350,18,5,290,1449,94,4,16,3,1997,1
52,1715,1635,2,2,78,70,6183,9,182,6,2003,1
67,2325,2215,29,1,246,347,354,2,102,26,1988,0
162,1630,1245,16,3,150,1172,1396,9,89,1,1992,0
60,1725,1620,9,6,174,223,492,12,51,26,2006,0
113,1449,1257,18,1,20,595,356,7,210,7,2005,0
122,920,705,16,6,242,762,1481,6,177,26,2007,0
91,2121,1944,26,7,260,566,390,2,271,1,1995,0
149,1345,1212,10,1,223,906,1681,8,20,7,1992,1
347,1110,755,29,6,280,2446,181,1,171,4,2005,0
90,2010,1830,14,1,267,336,559,7,249,26,2008,0
136,1741,1525,8,2,20,761,451,6,184,7,1993,1
69,1950,1850,30,3,174,223,301,5,51,26,2007,1
130,1142,1008,4,5,244,464,211,4,41,11,2008,1
102,1856,1614,30,7,315,607,770,8,239,1,1992,0
144,2242,1955,8,7,198,950,1401,8,184,25,1993,1
120,2220,2125,25,2,229,588,182,9,303,26,2007,1
169,1747,1245,23,5,78,1240,339,6,2,7,2006,1
277,2243,2056,17,4,242,1975,323,11,79,7,2005,0
84,1035,905,9,4,220,267,3025,11,179,15,2006,0
131,1300,1044,27,2,251,834,1600,3,201,25,2001,0
71,2022,1908,10,5,150,288,7135,11,67,28,2006,0
116,1552,1345,12,1,93,632,389,10,41,16,1998,0
157,1205,930,2,1,241,857,1924,3,86,25,1998,1
55,1138,1025,23,6,179,303,1518,8,20,7,1997,0
94,1623,1455,5,4,48,301,8,6,171,4,2008,1
181,1024,816,15,5,87,1062,603,11,271,1,2002,0
223,2052,1905,18,3,176,1379,1095,1,154,5,2006,0
220,2357,1806,14,5,235,1745,124,9,179,24,2007,0
156,4,2013,29,1,50,1217,376,7,89,1,1996,0
56,1635,1530,6,2,224,305,1629,2,154,5,2001,0
80,1528,1400,23,6,78,411,5173,6,86,17,2007,0
89,805,729,3,3,309,487,2997,9,67,1,2003,0
123,2105,1900,10,4,290,697,1227,12,300,26,1998,1
166,1748,1250,3,7,151,1222,1748,2,177,5,2002,0
115,830,735,23,2,223,596,1433,7,79,16,1996,0
137,1723,1600,25,4,85,883,487,7,147,5,1991,0
283,0,0,24,3,207,2342,400,11,179,1,1999,0
143,952,741,20,1,87,693,3450,3,71,15,2006,1
96,1550,1415,17,5,267,431,863,9,184,1,1993,0
54,1514,1420,31,3,75,201,1781,1,154,5,1996,0
130,2017,1813,25,1,324,751,6324,9,295,18,2006,1
110,2029,1825,7,7,202,700,1298,1,226,16,1996,0
299,1122,855,17,5,242,1739,1703,2,239,1,1995,1
225,1942,1800,28,4,291,1464,463,10,89,1,2004,1
54,2015,1915,20,6,280,258,1613,7,177,26,2002,0
168,1648,1310,31,1,168,892,844,8,313,22,1998,1
86,916,745,14,7,299,493,3786,8,2,18,2005,0
98,930,754,27,1,169,571,62,8,16,3,2001,1
129,2019,1810,12,7,20,665,1627,1,249,7,1997,1
101,1812,1524,20,5,299,599,6360,4,295,18,2007,0
237,0,0,5,7,235,1726,854,9,307,1,1999,0
85,853,730,7,3,151,429,2191,5,196,27,2008,1
68,1905,1705,8,4,86,252,832,8,160,26,1991,1
49,1000,903,30,4,151,201,2720,10,183,27,2003,0
184,1902,1710,6,1,290,1024,673,10,87,3,2008,1
265,1003,745,11,6,85,1605,133,1,107,5,1997,1
101,732,600,6,3,87,460,1445,1,199,7,1993,1
68,1935,1735,30,4,38,287,559,10,125,26,2008,1
45,1115,1030,14,1,221,109,4234,7,239,15,2008,0
84,2330,2050,28,6,299,590,1517,4,179,26,2001,0
96,834,705,11,5,251,406,73,12,26,25,1998,1
67,1935,1825,18,6,260,328,2310,3,52,26,2006,0
35,1035,955,17,5,129,107,1234,6,213,16,1988,0
217,1142,1000,31,3,229,1456,1521,7,89,7,2002,0
84,1020,950,28,2,85,472,415,9,236,24,2004,0
350,2244,1939,4,7,291,2419,223,11,153,24,2007,0
110,2230,2040,11,4,207,595,507,9,20,11,2008,1
320,619,2200,8,6,39,2611,168,8,179,24,1998,1
97,1059,1000,14,7,235,606,271,10,20,24,2001,0
121,1817,1614,31,4,93,500,1573,1,69,16,2008,1
125,2155,2000,28,1,93,487,2227,11,107,27,2005,1
354,1243,1000,8,7,280,2369,1143,10,249,25,2006,1
95,1510,1345,22,3,267,336,2979,3,249,26,2006,1
87,1710,1630,30,6,246,507,208,4,303,13,2005,0
85,1348,1210,14,5,78,410,5078,1,50,17,2005,0
170,1151,845,8,2,319,1005,1880,5,171,7,2007,1
205,2220,1930,16,5,281,1097,1849,6,226,16,2006,1
100,1235,1050,26,6,20,515,1186,8,283,7,2000,0
51,1630,1540,10,3,113,178,1630,3,201,7,1993,1
141,902,700,2,3,84,759,1704,4,201,25,2003,1
72,2021,1907,25,7,50,314,556,5,67,5,2003,0
102,2153,1955,6,4,93,487,236,8,107,5,1992,0
112,1418,1220,31,4,68,650,538,10,210,25,1996,0
53,1914,1820,30,7,107,261,127,4,16,3,2006,0
71,1435,1331,17,2,50,273,942,5,319,20,1988,1
62,1013,810,16,5,68,329,530,9,39,20,1988,1
90,935,800,19,4,20,443,4519,8,216,9,2004,0
35,2004,1920,20,1,173,74,693,8,95,16,2001,0
199,1937,1420,28,5,309,1372,154,10,177,22,1988,1
440,610,1855,13,3,87,3784,8,12,146,1,2006,1
111,1322,1015,23,7,39,867,1744,4,239,1,1995,0
104,1841,1600,30,2,68,599,1221,4,239,25,1991,1
173,1829,1550,14,4,145,972,673,6,201,11,2007,1
66,1626,1412,5,3,78,307,416,6,313,22,1991,0
82,820,704,16,1,309,317,679,7,213,22,1990,1
109,1125,1048,24,6,309,440,309,12,95,22,1988,1
87,34,2259,22,1,84,547,182,1,20,11,2007,0
134,1340,1221,5,1,152,781,4709,5,20,9,2008,0
66,1815,1600,24,7,246,370,2038,11,179,24,1996,0
164,1435,1308,10,4,235,783,907,1,26,24,1991,1
99,1500,1415,13,4,2,580,3258,9,83,26,2007,0
170,1545,1235,10,7,113,1093,705,11,164,26,2002,0
72,942,828,9,7,87,237,1215,3,326,1,2003,0
60,950,850,11,3,196,313,550,10,235,26,2000,0
213,1547,845,18,5,69,1996,694,1,179,13,2002,0
245,545,2240,17,6,93,1927,268,8,294,16,1996,0
48,1015,930,18,1,68,155,25,9,277,25,1995,1
67,1258,1155,31,4,84,296,985,8,50,25,2000,1
52,1308,1210,4,7,325,207,1577,10,95,16,1998,0
243,1425,955,15,3,39,1562,1880,12,89,7,1993,1
70,1110,1100,22,5,246,328,386,10,2,26,1993,0
248,2253,1640,9,4,198,1929,848,9,303,7,2004,0
102,2010,1840,17,1,39,187,1016,4,171,4,2006,1
139,1943,1710,21,6,151,925,1725,11,239,5,1998,0
60,1419,1325,6,7,150,183,352,1,255,25,1991,1
98,1541,1455,5,6,301,532,3909,4,303,18,2008,0
93,2045,1930,25,6,176,370,810,9,250,26,1999,1
102,1625,1527,25,1,85,616,6718,4,342,18,2005,0
127,1252,1140,20,2,281,874,376,6,20,7,2000,0
57,2315,2225,9,5,22,190,1245,10,89,7,1992,1
247,2055,1840,28,2,303,1726,835,8,239,1,1990,1
63,853,745,30,1,92,299,593,8,239,24,1999,0
102,1432,1305,12,3,93,408,475,9,52,25,1990,1
255,2340,1620,26,2,48,1987,1128,12,177,26,2000,0
66,2042,1940,13,7,176,236,45,11,177,13,1994,1
190,1857,1628,11,7,235,1182,1545,3,115,24,2007,0
160,2014,1525,14,7,20,1199,448,2,87,24,1999,0
201,2057,1930,24,2,73,1185,1577,2,20,7,1998,0
125,920,800,27,4,200,711,1144,11,107,5,2003,0
163,2320,2045,20,7,26,1050,2502,4,201,7,1997,1
42,2223,2140,1,1,101,109,480,2,255,25,1993,0
250,1640,1038,8,4,39,1754,1234,4,87,5,1993,1
115,1915,1614,9,5,231,866,1534,7,303,7,1993,1
158,1058,820,23,5,105,1065,204,12,115,7,1988,0
264,1347,1144,15,1,176,1745,1777,5,239,1,1995,1
156,1855,1534,13,7,113,965,365,10,154,5,2002,1
192,2135,1628,12,5,223,1300,782,8,177,16,2005,1
85,1825,1725,15,4,319,197,775,7,115,26,2004,1
109,1410,1325,26,6,100,562,1852,1,83,26,2008,1
79,1405,1235,8,3,39,496,488,4,255,25,1992,0
71,1830,1715,26,4,50,314,664,11,67,5,1998,0
215,1308,1140,6,2,174,1300,777,3,226,16,2007,1
38,1735,1700,30,3,324,110,442,12,250,13,1987,1
164,1300,1020,24,4,113,899,1905,1,86,25,2008,1
304,1607,750,16,1,168,2586,842,10,295,22,1995,0
105,0,0,7,2,157,762,1838,1,89,1,1997,1
44,1645,1500,8,2,193,246,775,3,102,26,1988,0
160,1625,1145,2,7,22,1090,285,4,177,26,2006,0
79,1429,1306,11,4,198,403,995,11,20,7,2004,1
94,2020,1858,17,1,267,356,724,6,20,7,1991,1
158,1316,927,22,2,279,1120,288,2,239,24,2005,1
66,1443,1332,20,5,274,296,1498,4,95,16,2001,0
95,1605,1435,20,6,301,480,2507,4,284,26,2002,1
89,2257,2125,22,5,135,463,3772,8,303,18,2008,0
64,1235,1040,12,5,318,214,4440,9,239,15,2008,1
82,1641,1515,18,6,242,444,2619,6,276,1,1988,0
65,2003,1840,5,6,78,317,5612,5,136,17,2007,0
149,930,600,1,1,85,1024,1072,12,294,24,2003,0
94,1059,935,1,2,319,406,555,7,20,11,2003,1
32,937,905,30,2,278,76,1823,7,226,16,1996,0
80,835,830,15,2,200,229,2399,7,95,26,2003,1
72,1505,1340,6,7,242,444,1712,7,276,26,1997,0
155,1636,1400,25,2,251,994,880,6,115,25,2002,1
156,1649,1520,8,4,196,809,2308,2,69,25,1996,1
71,1229,1110,11,3,223,349,1081,9,203,16,1996,1
47,1045,945,23,2,39,153,4668,10,164,15,2001,0
70,1240,1030,29,3,93,288,1462,9,132,16,1999,1
82,1053,930,11,4,39,185,1914,9,184,7,2008,0
60,730,630,13,3,39,200,840,4,107,5,2005,0
163,2151,1720,28,6,78,1069,626,8,87,7,1999,1
67,1235,1125,24,4,176,236,2269,7,177,26,2008,1
119,2119,1915,17,6,309,668,3221,7,154,27,2004,0
71,1955,1835,22,1,142,402,3743,8,303,18,2005,0
216,1850,1415,2,4,181,1389,2062,9,89,7,1999,0
215,2038,1745,14,7,87,1302,1109,12,249,25,2003,0
191,1151,750,16,4,223,1298,886,12,328,16,2004,1
188,1311,809,25,3,87,1171,1438,8,284,1,1999,1
289,621,2300,8,5,251,2106,92,3,284,25,1996,1
104,1613,1330,6,4,85,629,2712,5,177,24,1999,0
109,1945,1845,25,4,283,615,5041,11,303,17,2004,0
110,1540,1345,26,3,246,646,2982,3,232,26,2008,0
87,1404,1229,4,5,87,468,1162,7,206,1,2003,0
163,2120,1840,23,6,198,950,1959,12,184,7,1995,1
248,2132,1745,12,5,298,1576,99,9,249,25,2003,1
181,1018,800,3,3,152,1110,89,4,86,13,1991,1
228,2136,1805,27,7,150,1571,1458,8,302,1,1995,1
75,1516,1355,11,4,78,388,1521,4,153,7,1996,0
277,2103,1915,26,5,280,1891,1273,3,20,7,2004,0
116,1953,1756,23,7,267,612,1553,5,41,1,1993,1
131,1639,1530,4,3,85,751,534,12,217,24,1991,1
67,1705,1549,3,7,251,328,1707,10,271,25,1999,0
142,1645,1430,8,3,176,834,956,8,246,7,1990,1
227,2105,1912,15,2,85,1545,1243,12,201,24,1998,0
123,1010,914,5,5,85,680,561,7,226,16,2002,1
51,744,700,19,1,68,156,542,10,230,25,1992,1
369,1125,820,29,4,280,2446,281,3,171,1,2001,1
196,2031,1605,31,7,105,1400,210,12,154,5,2006,0
90,1417,1245,25,1,50,370,631,8,41,11,2003,0
78,2334,2200,13,6,245,448,58,3,69,25,2004,0
90,1719,1542,21,1,291,550,954,8,246,24,1995,0
115,1636,1445,19,3,260,722,734,3,79,7,1997,1
175,1355,1000,12,1,309,1262,2206,1,250,26,2004,0
36,809,729,29,2,68,118,535,11,112,1,1988,0
145,1650,1205,23,3,196,1140,524,5,177,26,2001,0
137,1308,1050,7,5,20,745,1693,12,107,11,2007,1
170,1150,915,14,3,279,1025,791,2,67,25,1990,1
192,2000,1650,18,1,198,1121,779,3,41,16,1991,1
72,1703,1553,21,6,49,326,6442,5,295,18,2005,1
263,1340,1220,16,2,174,1825,1715,3,67,5,1999,1
85,801,630,19,6,105,487,437,10,95,5,1991,0
243,1036,900,27,7,174,1772,740,11,70,13,2005,1
209,1631,1455,12,2,246,1440,377,7,239,1,1994,0
253,1756,1155,7,3,151,1874,1686,2,294,5,2001,1
127,1845,1630,24,2,181,761,1106,1,20,7,2006,0
55,1055,1000,27,3,68,227,682,10,20,7,1993,0
151,900,605,1,6,113,1076,371,10,184,4,2005,0
223,2026,1805,27,5,151,1324,797,10,249,5,1995,1
247,1115,930,20,1,229,1489,2562,2,199,26,2006,1
115,1252,1055,23,4,309,668,1461,11,154,5,1995,0
44,1611,1510,13,7,69,155,1125,8,95,16,2000,0
146,1918,1756,5,1,37,748,807,9,107,1,1994,1
178,924,730,1,6,151,965,1406,3,115,5,2008,1
56,1055,955,18,7,13,212,274,4,249,25,1993,0
149,1533,1245,22,3,168,1090,4,12,210,22,1993,0
120,1706,1355,9,5,319,787,206,5,154,5,2008,0
154,1655,1425,29,4,87,852,1085,11,226,1,2007,1
83,1109,945,18,7,196,403,529,3,239,24,1990,1
35,941,850,20,3,148,123,5152,7,79,17,2005,0
352,0,0,20,7,176,2475,11,6,171,24,1999,0
157,1230,923,3,1,231,866,628,2,303,7,1992,1
69,1121,1025,7,7,93,95,693,11,67,16,1999,1
313,1701,845,30,5,223,2518,846,6,16,16,1995,0
129,743,610,12,2,291,967,739,10,87,24,2004,0
165,907,625,27,2,113,992,2331,6,249,25,2000,0
60,1911,1800,11,5,245,267,828,11,255,25,2005,0
251,746,20,13,2,93,2079,82,9,295,16,1988,0
99,1100,810,13,1,100,714,845,11,179,26,2000,0
55,2224,2123,5,5,174,236,115,10,179,13,2001,0
83,2245,2220,19,2,174,487,120,10,2,13,1993,1
77,1837,1713,28,2,202,432,3915,9,89,18,2004,0
119,1320,1015,9,5,50,888,1860,12,169,26,2005,0
145,1257,927,21,5,87,988,1510,4,303,1,2006,0
194,2026,1915,3,1,73,1185,653,3,20,7,2003,1
78,759,700,31,4,78,221,741,7,67,7,1997,1
80,2025,1900,11,4,280,446,594,4,232,26,2002,0
150,2130,1840,2,2,223,1034,616,9,154,5,2003,0
128,758,700,28,1,235,612,1407,4,86,1,1997,1
56,916,820,19,4,309,187,734,4,217,22,2001,0
73,1130,1020,19,6,157,229,374,4,313,22,1997,1
100,1114,1051,23,3,235,316,4257,11,67,15,2005,1
102,1255,1119,5,5,169,571,64,4,16,3,2002,1
224,1837,1305,10,1,223,1589,354,8,295,16,1992,1
130,2158,2003,25,4,37,631,440,6,89,1,1992,1
105,1805,1720,12,4,229,588,1771,9,303,26,1996,1
154,1920,1842,11,4,174,1055,2110,8,89,1,1994,0
87,921,805,27,4,85,391,2452,11,303,24,1997,1
199,559,127,22,5,242,1542,100,10,16,3,2004,0
78,1440,1420,12,1,31,460,1518,8,323,26,1996,1
244,1540,1245,1,7,168,1597,702,1,302,4,2006,1
113,803,621,1,2,309,551,3106,4,89,1,2003,1
164,1601,1151,7,1,207,1197,1664,10,239,1,2002,0
61,2029,1925,4,4,180,201,2551,11,154,27,2004,0
152,1845,1500,15,4,245,1038,1631,7,199,25,2004,0
260,1342,610,12,5,66,2161,278,6,295,5,1998,1
219,1840,1555,14,6,299,1403,1109,4,39,7,2007,1
143,1405,1130,21,6,289,911,4354,7,210,15,2007,0
90,1132,1000,25,1,68,508,242,10,323,25,1999,0
160,1017,830,3,3,299,988,1627,5,89,7,1995,1
162,1659,1359,18,7,207,1097,21,2,184,8,1990,1
223,545,2355,13,2,235,1745,1740,3,179,1,2007,0
289,2312,2020,26,7,291,1846,325,1,239,1,1992,1
106,1740,1555,23,4,309,604,331,1,227,22,1997,0
115,1025,830,24,1,106,646,4845,2,20,9,2003,0
239,946,632,12,4,87,1471,1303,3,26,1,1998,0
447,710,1845,16,1,151,3904,2,8,146,5,1999,1
88,1455,1431,1,7,235,316,4236,6,67,15,2003,0
47,1407,1214,3,3,157,177,292,4,239,24,1996,1
74,1337,1229,27,3,84,214,1953,12,184,7,2006,1
166,2016,1825,11,1,87,1119,1161,8,115,7,2003,1
176,2136,1742,15,5,207,1197,154,11,239,1,2002,0
347,1847,1630,25,4,290,2182,95,1,20,8,1990,1
111,2029,1830,15,6,20,533,2003,5,153,7,1999,0
99,1340,1215,21,5,229,407,1019,1,177,26,2000,1
296,1627,815,22,3,168,2421,1068,11,294,7,2000,0
88,2330,2150,2,2,242,569,2187,9,300,26,2003,0
346,1446,1130,24,3,176,2611,189,12,41,1,2003,0
259,2002,1730,24,7,291,1846,337,9,239,1,2000,0
129,1733,1418,30,6,167,919,1024,3,89,1,2002,1
143,2135,1855,7,1,319,983,482,12,95,16,1992,0
112,1113,835,24,1,299,588,922,12,307,7,1990,1
63,1321,1205,20,3,236,330,978,11,255,25,1996,0
58,2120,2020,12,7,260,160,163,10,107,5,2003,1
70,1256,1135,17,5,84,313,686,9,26,25,1993,0
75,1835,1725,2,1,224,437,206,6,83,26,1997,1
54,1249,1148,11,4,85,251,6079,9,93,18,2008,0
54,1640,1645,14,2,174,256,91,3,250,26,1995,0
104,1250,1205,24,6,246,602,862,9,87,10,2005,0
66,1007,848,25,6,6,250,6181,12,295,18,2004,0
80,1630,1410,29,3,22,528,853,12,102,26,1999,0
45,1020,925,19,1,165,205,1692,2,303,7,1990,0
88,1831,1700,22,7,223,334,141,8,239,16,1993,0
52,1454,1401,13,6,280,109,5422,10,179,18,2007,0
89,1436,1315,28,1,20,356,297,2,271,7,1994,1
42,1228,1145,13,3,20,143,1595,5,11,7,1992,0
71,2255,2140,17,3,280,417,105,12,300,26,2003,0
37,1735,1700,30,1,138,129,932,11,310,5,1992,0
114,1300,1157,25,4,232,651,5868,1,95,0,2007,0
84,831,800,9,2,85,472,1841,11,236,24,1999,0
152,2335,2015,4,1,223,991,920,9,303,7,1995,1
192,1325,1120,14,4,87,1192,1213,8,86,1,2008,1
83,1220,1207,27,2,202,332,946,11,20,7,1990,1
233,17,1841,13,5,113,1703,1586,4,87,24,2007,1
102,1350,1215,23,4,105,487,107,1,95,5,2003,1
157,1325,1040,14,2,223,1034,1158,6,154,16,2005,0
47,1544,1500,9,3,68,177,454,12,334,20,1987,1
36,850,815,25,4,138,129,942,4,310,5,1991,0
79,748,635,28,5,299,357,3797,3,47,18,2008,1
40,1510,1420,27,6,272,180,667,12,232,26,2003,1
137,2220,1903,3,3,68,936,1116,1,89,1,2001,0
82,935,810,19,2,280,447,1172,3,295,26,1996,0
69,1835,1630,22,5,246,325,209,1,238,13,1988,1
132,2243,2020,2,2,290,954,1200,8,179,24,1988,0
59,1415,1318,3,4,87,140,3402,6,178,15,2004,0
118,1433,1240,14,6,279,600,583,12,69,25,1991,1
42,1304,1215,27,1,299,150,3609,10,253,18,2003,0
48,1111,1031,26,2,173,74,1129,9,95,16,2006,0
88,1745,1605,13,7,20,526,355,10,255,25,1996,0
53,2055,2000,30,7,144,239,55,12,83,26,1990,1
131,1513,1400,4,2,22,813,665,9,20,7,2007,0
85,1625,1510,26,4,37,395,413,10,203,26,2000,1
145,1313,1055,13,3,176,834,2680,10,246,24,1999,1
239,1613,1325,5,5,16,1449,163,10,294,3,2007,1
60,950,845,4,2,105,199,2582,3,86,27,2003,0
82,1250,1125,23,6,39,399,4780,9,86,15,2006,1
99,1625,1344,18,4,315,607,356,4,239,24,1991,1
71,1412,1250,21,6,20,432,1585,5,84,7,1994,0
126,1155,1010,13,3,150,418,7257,12,209,28,2006,1
70,1555,1440,13,7,303,342,868,6,300,26,2004,0
140,1105,840,23,2,87,802,2309,10,239,1,2007,0
83,955,825,29,5,279,515,1952,9,20,7,1995,0
209,1043,933,19,2,246,1276,101,7,226,16,2005,1
326,1652,1430,16,6,291,2296,57,10,69,25,2004,0
69,2154,2035,5,1,87,408,970,7,169,7,1993,0
154,1457,1307,24,3,87,936,1723,5,69,1,2000,0
159,1016,835,13,5,151,913,1838,1,69,25,1995,0
205,1025,700,5,3,198,1121,2385,2,41,7,2003,0
127,1313,1103,15,4,20,749,581,7,278,11,2004,1
224,1406,1220,11,7,246,1440,735,4,239,24,1993,1
105,1502,1315,11,4,180,351,3225,10,89,15,2007,1
114,905,610,3,4,20,761,588,4,235,7,1997,0
62,2346,2235,11,3,229,337,1755,5,179,25,1988,0
213,1746,1325,21,2,207,1197,1382,12,239,1,1999,1
247,1412,1200,14,5,176,1745,101,6,239,24,2002,0
142,1838,1620,26,2,223,852,404,2,89,16,1991,0
299,1952,1800,17,3,176,2136,27,8,255,25,1988,1
127,1324,1315,6,4,324,762,518,9,285,27,2007,0
159,1025,950,18,2,246,868,1007,4,89,1,2006,0
140,1037,700,7,2,20,906,738,9,226,16,1999,0
82,1235,1227,22,3,200,229,227,3,95,16,2006,1
77,2213,2100,1,2,20,356,577,12,271,8,1987,1
186,1935,1646,19,5,298,1189,2251,8,201,1,2005,1
57,1327,1120,20,2,68,351,1676,12,33,20,1988,0
165,2357,2022,28,1,207,1121,1792,5,89,7,1990,1
60,1829,1820,21,7,235,235,1069,5,95,24,2000,0
151,1105,1030,28,1,246,1037,1496,7,236,26,1997,0
